id_global,tema_id,sub_id,nombre_subtema,resumen_subtema,top_terminos,n_palabras,n_aristas,densidad,peso_total
T19_S06,19,6,"Fecha, sabado, entrada, exacto","Subtema T19.S06 centrado en fecha, sabado, entrada, exacto, frank, compartar; conecta tambien atravesar, delantero, chilpancingo.","fecha, sabado, entrada, exacto, frank, compartar, atravesar, delantero, chilpancingo",9,16,0.444,91.0
T19_S07,19,7,"Noche, canal, cortadura, paseo","Subtema T19.S07 centrado en noche, canal, cortadura, paseo.","noche, canal, cortadura, paseo",4,6,1.0,89.0
T19_S08,19,8,"Directo, tia, objeto, ubicacion","Subtema T19.S08 centrado en directo, tia, objeto, ubicacion, coreano, sinceramente; conecta tambien prima, platica, vecina, inservible, ojeda.","directo, tia, objeto, ubicacion, coreano, sinceramente, prima, platica, vecina, inservible, ojeda",11,27,0.491,54.0
T19_S09,19,9,"Noviembre, grito, galeria, dibujo","Subtema T19.S09 centrado en noviembre, grito, galeria, dibujo, jacinto.","noviembre, grito, galeria, dibujo, jacinto",5,6,0.6,23.0
T19_S10,19,10,"Cafe, combinar, elegante","Subtema T19.S10 centrado en cafe, combinar, elegante.","cafe, combinar, elegante",3,2,0.667,8.0
T20_S00,20,0,"Importar, realmente, claramente, montaje","Subtema T20.S00 centrado en importar, realmente, claramente, montaje, cinismo, recuerden; conecta tambien fuero, vieja, deven, etiquetar, fandom.","importar, realmente, claramente, montaje, cinismo, recuerden, fuero, vieja, deven, etiquetar, fandom",11,34,0.618,148.0
T20_S01,20,1,"Dema, chairo, piso, confiar","Subtema T20.S01 centrado en dema, chairo, piso, confiar, maldad, cono; conecta tambien capo, ambicion, extorcionar, esteban, italiano, estirar.","dema, chairo, piso, confiar, maldad, cono, capo, ambicion, extorcionar, esteban, italiano, estirar",12,40,0.606,112.0
T20_S02,20,2,"Combate, dengue, probable, distrito","Subtema T20.S02 centrado en combate, dengue, probable, distrito, jurisdiccion, sanitaria; conecta tambien mosco, canton.","combate, dengue, probable, distrito, jurisdiccion, sanitaria, mosco, canton",8,15,0.536,107.0
T20_S03,20,3,"Gomez, sentido, colegio, notario","Subtema T20.S03 centrado en gomez, sentido, colegio, notario, notarios, toro; conecta tambien ayudante, valentina, patriotismo, rondar, llevo.","gomez, sentido, colegio, notario, notarios, toro, ayudante, valentina, patriotismo, rondar, llevo",11,25,0.455,97.0
T20_S04,20,4,"Antiguo, hotel, departamento, progreso","Subtema T20.S04 centrado en antiguo, hotel, departamento, progreso, alonso, inspeccion; conecta tambien edificacion, ficha, artesania, dolores.","antiguo, hotel, departamento, progreso, alonso, inspeccion, edificacion, ficha, artesania, dolores",10,19,0.422,77.0
T20_S05,20,5,"Metro, directamente, vendedor, version","Subtema T20.S05 centrado en metro, directamente, vendedor, version, entrevistar, magnitud; conecta tambien pertenencia, falsedad, sendero.","metro, directamente, vendedor, version, entrevistar, magnitud, pertenencia, falsedad, sendero",9,18,0.5,58.0
T20_S06,20,6,"General, incluir, extorsionar, tour","Subtema T20.S06 centrado en general, incluir, extorsionar, tour, chinga, practicar; conecta tambien operadora.","general, incluir, extorsionar, tour, chinga, practicar, operadora",7,12,0.571,56.0
T20_S07,20,7,"Puente, listo, restaurante, construido","Subtema T20.S07 centrado en puente, listo, restaurante, construido, fundacion, especificamente; conecta tambien uruguay.","puente, listo, restaurante, construido, fundacion, especificamente, uruguay",7,14,0.667,49.0
T20_S08,20,8,"Agredir, exclusivo, espalda, polanco","Subtema T20.S08 centrado en agredir, exclusivo, espalda, polanco, cao, fascista; conecta tambien alemania, habitar, duelar, torturar, dinamarca, panismo.","agredir, exclusivo, espalda, polanco, cao, fascista, alemania, habitar, duelar, torturar, dinamarca, panismo",12,29,0.439,47.0
T20_S09,20,9,"Idea, izquierda, ataque, vear","Subtema T20.S09 centrado en idea, izquierda, ataque, vear, parado, feminista; conecta tambien filtro, alentar.","idea, izquierda, ataque, vear, parado, feminista, filtro, alentar",8,17,0.607,44.0
T20_S10,20,10,"Lamentablemente, rene, asesinado, brutal","Subtema T20.S10 centrado en lamentablemente, rene, asesinado, brutal, golpista, chidir; conecta tambien servil, juliana.","lamentablemente, rene, asesinado, brutal, golpista, chidir, servil, juliana",8,12,0.429,26.0
T20_S11,20,11,"Acusar, hermosillo, acusado, condena","Subtema T20.S11 centrado en acusar, hermosillo, acusado, condena, mole, palacios; conecta tambien viralizar.","acusar, hermosillo, acusado, condena, mole, palacios, viralizar",7,8,0.381,21.0
T20_S12,20,12,"Premiar, isidro, gesto, norberto","Subtema T20.S12 centrado en premiar, isidro, gesto, norberto.","premiar, isidro, gesto, norberto",4,4,0.667,10.0
T20_S13,20,13,"Empleado, chocolate, enfocar, pedido","Subtema T20.S13 centrado en empleado, chocolate, enfocar, pedido.","empleado, chocolate, enfocar, pedido",4,3,0.5,9.0
T20_S14,20,14,"Facilitar, conclusion, tutti","Subtema T20.S14 centrado en facilitar, conclusion, tutti.","facilitar, conclusion, tutti",3,2,0.667,9.0
T21_S00,21,0,"Maria, corina, machado","Subtema T21.S00 centrado en maria, corina, machado.","maria, corina, machado",3,3,1.0,730.0
T21_S01,21,1,"Final, ganar, vuelta, campeon","Subtema T21.S01 centrado en final, ganar, vuelta, campeon, campeonato, nota; conecta tambien alzar, escudo, concurso, gimnasia, impresionante, enlace.","final, ganar, vuelta, campeon, campeonato, nota, alzar, escudo, concurso, gimnasia, impresionante, enlace",17,68,0.5,509.0
T21_S02,21,2,"Venezuela, libertad, maduro, regimen","Subtema T21.S02 centrado en venezuela, libertad, maduro, regimen, nicolas, mcm; conecta tambien chavista, tortura, odiar, denominar, renacer.","venezuela, libertad, maduro, regimen, nicolas, mcm, chavista, tortura, odiar, denominar, renacer",11,38,0.691,391.0
T21_S03,21,3,"Mayo, miguel, mario, rocio","Subtema T21.S03 centrado en mayo, miguel, mario, rocio, extremo, elizabeth; conecta tambien aprendizaje, zambada, carrillo, ford, defensora, borrega.","mayo, miguel, mario, rocio, extremo, elizabeth, aprendizaje, zambada, carrillo, ford, defensora, borrega",13,33,0.423,141.0
T21_S04,21,4,"Boca, perdon, poderoso, callar","Subtema T21.S04 centrado en boca, perdon, poderoso, callar, portar, debil; conecta tambien quintero, celestial, oscuridad, guero, macho, oficialismo.","boca, perdon, poderoso, callar, portar, debil, quintero, celestial, oscuridad, guero, macho, oficialismo",16,46,0.383,80.0
T21_S06,21,6,"Latinus, salon, informacionparati, boda","Subtema T21.S06 centrado en latinus, salon, informacionparati, boda.","latinus, salon, informacionparati, boda",4,6,1.0,18.0
T21_S07,21,7,"Describir, mafin, marta, mueble","Subtema T21.S07 centrado en describir, mafin, marta, mueble.","describir, mafin, marta, mueble",4,5,0.833,18.0
T21_S08,21,8,"Dama, hierro, contigo, destrozo","Subtema T21.S08 centrado en dama, hierro, contigo, destrozo.","dama, hierro, contigo, destrozo",4,4,0.667,17.0
T22_S00,22,0,"Laguna, carpintero, sitio, constante","Subtema T22.S00 centrado en laguna, carpintero, sitio, constante, instalado, adverso; conecta tambien turistica.","laguna, carpintero, sitio, constante, instalado, adverso, turistica",7,18,0.857,303.0
T22_S01,22,1,"Informacion, registro, base, solicitar","Subtema T22.S01 centrado en informacion, registro, base, solicitar, combatir, oportuno; conecta tambien tendencia, sucio, balance.","informacion, registro, base, solicitar, combatir, oportuno, tendencia, sucio, balance",9,30,0.833,212.0
T22_S02,22,2,"Fuerte, cual, viento, intenso","Subtema T22.S02 centrado en fuerte, cual, viento, intenso, nube.","fuerte, cual, viento, intenso, nube",5,10,1.0,193.0
T22_S03,22,3,"Victoria, obtener, funcion, uat","Subtema T22.S03 centrado en victoria, obtener, funcion, uat, santiago, norma; conecta tambien cesar, valido, rector, estariar, auditorio, explanada.","victoria, obtener, funcion, uat, santiago, norma, cesar, valido, rector, estariar, auditorio, explanada",15,44,0.419,168.0
T22_S04,22,4,"Poblacion, evitar, precaucion, reiterar","Subtema T22.S04 centrado en poblacion, evitar, precaucion, reiterar, exhortar, discusion; conecta tambien gravedad, sistemas.","poblacion, evitar, precaucion, reiterar, exhortar, discusion, gravedad, sistemas",8,21,0.75,157.0
T22_S05,22,5,"Existir, proteger, humanismo, cola","Subtema T22.S05 centrado en existir, proteger, humanismo, cola, democrata, forzado; conecta tambien manda, news.","existir, proteger, humanismo, cola, democrata, forzado, manda, news",8,17,0.607,78.0
T22_S06,22,6,"Frente, frio, llegada","Subtema T22.S06 centrado en frente, frio, llegada.","frente, frio, llegada",3,3,1.0,76.0
T22_S07,22,7,"Indicar, exponer, colocar, resto","Subtema T22.S07 centrado en indicar, exponer, colocar, resto, resistir, recaudacion.","indicar, exponer, colocar, resto, resistir, recaudacion",6,13,0.867,71.0
T22_S08,22,8,"Abrir, puerta, legisladora","Subtema T22.S08 centrado en abrir, puerta, legisladora.","abrir, puerta, legisladora",3,3,1.0,62.0
T22_S09,22,9,"Minuto, lunes, confianza, espera","Subtema T22.S09 centrado en minuto, lunes, confianza, espera, mejia, mariano; conecta tambien portes, sentimiento, paola, plus.","minuto, lunes, confianza, espera, mejia, mariano, portes, sentimiento, paola, plus",10,21,0.467,49.0
T22_S10,22,10,"Conforme, protocolo, vigente, integridad","Subtema T22.S10 centrado en conforme, protocolo, vigente, integridad, transparencia, esquema; conecta tambien inclusivo.","conforme, protocolo, vigente, integridad, transparencia, esquema, inclusivo",7,15,0.714,45.0
T22_S11,22,11,"Auto, carril, motociclista, reglamento","Subtema T22.S11 centrado en auto, carril, motociclista, reglamento, merida.","auto, carril, motociclista, reglamento, merida",5,7,0.7,44.0
T22_S12,22,12,"Forma, penal, absoluto, comunicar","Subtema T22.S12 centrado en forma, penal, absoluto, comunicar, aborto.","forma, penal, absoluto, comunicar, aborto",5,8,0.8,36.0
T22_S13,22,13,"Necesario, obligar, planeacion, definicion","Subtema T22.S13 centrado en necesario, obligar, planeacion, definicion.","necesario, obligar, planeacion, definicion",4,4,0.667,15.0
T23_S00,23,0,"Turistico, turismo, ofrecer, destino","Subtema T23.S00 centrado en turistico, turismo, ofrecer, destino, miramar, atractivo; conecta tambien oferta, afluencia, competitivo.","turistico, turismo, ofrecer, destino, miramar, atractivo, oferta, afluencia, competitivo",9,34,0.944,604.0
T23_S01,23,1,"Empresario, producto, economia, comercio","Subtema T23.S01 centrado en empresario, producto, economia, comercio, comercial, emprendedor; conecta tambien comerciante, basico, canaco, disminucion, debajo, deterioro.","empresario, producto, economia, comercio, comercial, emprendedor, comerciante, basico, canaco, disminucion, debajo, deterioro",15,56,0.533,501.0
T23_S02,23,2,"Infraestructura, construccion, avanzar, avance","Subtema T23.S02 centrado en infraestructura, construccion, avanzar, avance, mantenimiento, mejora; conecta tambien tampiquenas, rehabilitacion, comunitario, adecuado, finalidad, supervision.","infraestructura, construccion, avanzar, avance, mantenimiento, mejora, tampiquenas, rehabilitacion, comunitario, adecuado, finalidad, supervision",19,99,0.579,482.0
T23_S03,23,3,"Desarrollo, economico, urbano, sostenible","Subtema T23.S03 centrado en desarrollo, economico, urbano, sostenible, izaguirre, nora.","desarrollo, economico, urbano, sostenible, izaguirre, nora",6,11,0.733,390.0
T23_S04,23,4,"Destacar, instituto, tamaulipeco, gestion","Subtema T23.S04 centrado en destacar, instituto, tamaulipeco, gestion, convenio, subrayar; conecta tambien imss, tamaulipecos, aplicacion, autonoma, solicitud.","destacar, instituto, tamaulipeco, gestion, convenio, subrayar, imss, tamaulipecos, aplicacion, autonoma, solicitud",11,50,0.909,287.0
T23_S05,23,5,"Impulsar, oportunidad, iniciativa, crecimiento","Subtema T23.S05 centrado en impulsar, oportunidad, iniciativa, crecimiento, motor.","impulsar, oportunidad, iniciativa, crecimiento, motor",5,10,1.0,254.0
T23_S06,23,6,"Proyecto, estrategico, sostener, productivo","Subtema T23.S06 centrado en proyecto, estrategico, sostener, productivo, traducir.","proyecto, estrategico, sostener, productivo, traducir",5,9,0.9,134.0
T23_S07,23,7,"Empresa, operacion, industria, planta","Subtema T23.S07 centrado en empresa, operacion, industria, planta, directivo.","empresa, operacion, industria, planta, directivo",5,9,0.9,119.0
T23_S08,23,8,"Generar, ambiente, fase, eje","Subtema T23.S08 centrado en generar, ambiente, fase, eje, fifa, inicial; conecta tambien ritmo, lesion, albergar.","generar, ambiente, fase, eje, fifa, inicial, ritmo, lesion, albergar",9,23,0.639,99.0
T23_S09,23,9,"Sector, empresarial, localidad, problematica","Subtema T23.S09 centrado en sector, empresarial, localidad, problematica, efectuar, giro; conecta tambien fortalece.","sector, empresarial, localidad, problematica, efectuar, giro, fortalece",7,10,0.476,80.0
T23_S11,23,11,"Historico, siglo, ademas, extraer","Subtema T23.S11 centrado en historico, siglo, ademas, extraer.","historico, siglo, ademas, extraer",4,4,0.667,21.0
T24_S00,24,0,"Condicion, presencia, territorio, meteorologico","Subtema T24.S00 centrado en condicion, presencia, territorio, meteorologico, fenomeno, ligero; conecta tambien supremo, caracteristica.","condicion, presencia, territorio, meteorologico, fenomeno, ligero, supremo, caracteristica",8,26,0.929,253.0
T24_S01,24,1,"Abril, artista, fiestas, sencillo","Subtema T24.S01 centrado en abril, artista, fiestas, sencillo, reina, huasteco; conecta tambien sorpresa, hijas, inspirado, vibrar, inspector.","abril, artista, fiestas, sencillo, reina, huasteco, sorpresa, hijas, inspirado, vibrar, inspector",11,30,0.545,205.0
T24_S02,24,2,"Cambio, climatico, recalcar, cercania","Subtema T24.S02 centrado en cambio, climatico, recalcar, cercania, pro, lento; conecta tambien modernizacion, continuo, enfrentamiento, inmobiliario, unidas, desecho.","cambio, climatico, recalcar, cercania, pro, lento, modernizacion, continuo, enfrentamiento, inmobiliario, unidas, desecho",17,48,0.353,163.0
T24_S03,24,3,"Playa, mar, espanol, originario","Subtema T24.S03 centrado en playa, mar, espanol, originario, determinacion, cohete; conecta tambien frances, paredes.","playa, mar, espanol, originario, determinacion, cohete, frances, paredes",8,18,0.643,125.0
T24_S04,24,4,"Grupo, durar, justificar, monton","Subtema T24.S04 centrado en grupo, durar, justificar, monton, sombra, curioso; conecta tambien policias, comparsa, finalizar, tristemente, dorado, preocupir.","grupo, durar, justificar, monton, sombra, curioso, policias, comparsa, finalizar, tristemente, dorado, preocupir",15,44,0.419,117.0
T24_S05,24,5,"Universidad, formacion, academico, trayectoria","Subtema T24.S05 centrado en universidad, formacion, academico, trayectoria, amplio, reserva; conecta tambien asistencia, legalidad, clinico, acreditacion, ciudadmadero, rectora.","universidad, formacion, academico, trayectoria, amplio, reserva, asistencia, legalidad, clinico, acreditacion, ciudadmadero, rectora",13,33,0.423,117.0
T24_S06,24,6,"Bravo, vazquez, elena, precioso","Subtema T24.S06 centrado en bravo, vazquez, elena, precioso, agradecimiento, herrera; conecta tambien aleman, prospero, existencia, estimada, profesionalismo, pisar.","bravo, vazquez, elena, precioso, agradecimiento, herrera, aleman, prospero, existencia, estimada, profesionalismo, pisar",16,39,0.325,95.0
T24_S07,24,7,"Comision, energetico, formal, cumplimiento","Subtema T24.S07 centrado en comision, energetico, formal, cumplimiento, autorizacion, monitoreo; conecta tambien sustentable, avalado.","comision, energetico, formal, cumplimiento, autorizacion, monitoreo, sustentable, avalado",8,16,0.571,69.0
T24_S08,24,8,"Leon, periodo, ubicar, queretaro","Subtema T24.S08 centrado en leon, periodo, ubicar, queretaro, colima.","leon, periodo, ubicar, queretaro, colima",5,9,0.9,51.0
T24_S09,24,9,"Mesa, significativo, caballero, cynthia","Subtema T24.S09 centrado en mesa, significativo, caballero, cynthia, bonilla, dorena; conecta tambien anunciamos.","mesa, significativo, caballero, cynthia, bonilla, dorena, anunciamos",7,14,0.667,44.0
T24_S10,24,10,"Brillante, conectado, absurdo, maltrato","Subtema T24.S10 centrado en brillante, conectado, absurdo, maltrato, caballo, parada.","brillante, conectado, absurdo, maltrato, caballo, parada",6,8,0.533,17.0
T25_S00,25,0,"Narco, cartel, terrorista, armado","Subtema T25.S00 centrado en narco, cartel, terrorista, armado, sicario, dedo; conecta tambien zetas, hijito, palestino.","narco, cartel, terrorista, armado, sicario, dedo, zetas, hijito, palestino",9,25,0.694,510.0
T25_S01,25,1,"Lluvia, sol, noreste, prever","Subtema T25.S01 centrado en lluvia, sol, noreste, prever, acumulado, coladera; conecta tambien gira, parroquia, acudar, gafa.","lluvia, sol, noreste, prever, acumulado, coladera, gira, parroquia, acudar, gafa",10,24,0.533,216.0
T25_S02,25,2,"Destacado, triunfo, plata, ernesto","Subtema T25.S02 centrado en destacado, triunfo, plata, ernesto, pase, sandra; conecta tambien lucir, potable, pintar, noches, oral, mete.","destacado, triunfo, plata, ernesto, pase, sandra, lucir, potable, pintar, noches, oral, mete",21,54,0.257,107.0
T25_S03,25,3,"Marca, centeno, maryfer, lanzamiento","Subtema T25.S03 centrado en marca, centeno, maryfer, lanzamiento, little, album; conecta tambien called, single, thing, pionero, cedula.","marca, centeno, maryfer, lanzamiento, little, album, called, single, thing, pionero, cedula",11,21,0.382,87.0
T25_S04,25,4,"Pareja, perfecto, tomas, carolina","Subtema T25.S04 centrado en pareja, perfecto, tomas, carolina, mosciatti, toha; conecta tambien referencia, sentimental, sexo, maquillaje.","pareja, perfecto, tomas, carolina, mosciatti, toha, referencia, sentimental, sexo, maquillaje",10,17,0.378,78.0
T25_S05,25,5,"Chiapas, definir, conferencia, ciclo","Subtema T25.S05 centrado en chiapas, definir, conferencia, ciclo, definitivo, hallar; conecta tambien vos, feminicidio, principios, castellanos, teran, fovissste.","chiapas, definir, conferencia, ciclo, definitivo, hallar, vos, feminicidio, principios, castellanos, teran, fovissste",16,42,0.35,67.0
T25_S06,25,6,"Jefe, regional, cdn, tropa","Subtema T25.S06 centrado en jefe, regional, cdn, tropa, brecha.","jefe, regional, cdn, tropa, brecha",5,9,0.9,35.0
T25_S07,25,7,"Beca, terapia, tepic, noble","Subtema T25.S07 centrado en beca, terapia, tepic, noble, golden, molly.","beca, terapia, tepic, noble, golden, molly",6,11,0.733,23.0
T25_S08,25,8,"Sabiar, narca, var, ovario","Subtema T25.S08 centrado en sabiar, narca, var, ovario, desabasto, primordial.","sabiar, narca, var, ovario, desabasto, primordial",6,9,0.6,9.0
T26_S01,26,1,"Realidad, demostrar, inseguridad, traicionar","Subtema T26.S01 centrado en realidad, demostrar, inseguridad, traicionar, vendido, ideologia; conecta tambien actitud, acabo, morro, selectivo, magos.","realidad, demostrar, inseguridad, traicionar, vendido, ideologia, actitud, acabo, morro, selectivo, magos",11,37,0.673,153.0
T26_S02,26,2,"Destruir, puebla, guadalajara, herido","Subtema T26.S02 centrado en destruir, puebla, guadalajara, herido, sujeto, atropellar; conecta tambien fallecido, panico, peatonal, hospitalizado, nezahualcoyotl.","destruir, puebla, guadalajara, herido, sujeto, atropellar, fallecido, panico, peatonal, hospitalizado, nezahualcoyotl",11,36,0.655,142.0
T26_S03,26,3,"Color, rojo, chile, carta","Subtema T26.S03 centrado en color, rojo, chile, carta, chileno, platillo; conecta tambien boric.","color, rojo, chile, carta, chileno, platillo, boric",7,14,0.667,119.0
T26_S04,26,4,"Campana, enfermedad, pretender, conciencia","Subtema T26.S04 centrado en campana, enfermedad, pretender, conciencia, incrementar, padecer; conecta tambien acostumbrado, diagnosticar, vih, retomar, keiko.","campana, enfermedad, pretender, conciencia, incrementar, padecer, acostumbrado, diagnosticar, vih, retomar, keiko",11,31,0.564,84.0
T26_S05,26,5,"Hermosa, villa, independiente, vibra","Subtema T26.S05 centrado en hermosa, villa, independiente, vibra, comedia, andrea; conecta tambien padilla, carinoso, acostumbrar.","hermosa, villa, independiente, vibra, comedia, andrea, padilla, carinoso, acostumbrar",9,17,0.472,60.0
T26_S06,26,6,"Contrato, cristal, politicos, asesina","Subtema T26.S06 centrado en contrato, cristal, politicos, asesina, firmar, paciencia; conecta tambien profugo, confrontacion, tolerar, bienvenidar, limpia.","contrato, cristal, politicos, asesina, firmar, paciencia, profugo, confrontacion, tolerar, bienvenidar, limpia",11,27,0.491,55.0
T26_S07,26,7,"Domingo, interior, madrugada, taller","Subtema T26.S07 centrado en domingo, interior, madrugada, taller, fotografia, claudio; conecta tambien machismo.","domingo, interior, madrugada, taller, fotografia, claudio, machismo",7,9,0.429,41.0
T26_S08,26,8,"Terreno, aguilar, facilidad, aterrizar","Subtema T26.S08 centrado en terreno, aguilar, facilidad, aterrizar, reunido, estefania.","terreno, aguilar, facilidad, aterrizar, reunido, estefania",6,7,0.467,24.0
T26_S09,26,9,"Oaxaca, identificar, cagar, malvinas","Subtema T26.S09 centrado en oaxaca, identificar, cagar, malvinas, repugnante.","oaxaca, identificar, cagar, malvinas, repugnante",5,7,0.7,15.0
T27_S00,27,0,"Mexico, vivo, gobernar, cochinero","Subtema T27.S00 centrado en mexico, vivo, gobernar, cochinero, tlaxcala, femenil; conecta tambien indignar.","mexico, vivo, gobernar, cochinero, tlaxcala, femenil, indignar",7,11,0.524,360.0
T27_S01,27,1,"Ciento, venta, privado, aumentar","Subtema T27.S01 centrado en ciento, venta, privado, aumentar, caida, pese; conecta tambien rebasar, variedad, patronal, localizado.","ciento, venta, privado, aumentar, caida, pese, rebasar, variedad, patronal, localizado",10,30,0.667,249.0
T27_S02,27,2,"Olvidar, cuba, rapido, dictadura","Subtema T27.S02 centrado en olvidar, cuba, rapido, dictadura, repartir, erar; conecta tambien mugre.","olvidar, cuba, rapido, dictadura, repartir, erar, mugre",7,19,0.905,96.0
T27_S03,27,3,"Colombia, peru, porfavor, lejos","Subtema T27.S03 centrado en colombia, peru, porfavor, lejos, brasil, senalado; conecta tambien lima, miami, family, preventa.","colombia, peru, porfavor, lejos, brasil, senalado, lima, miami, family, preventa",10,24,0.533,62.0
T27_S04,27,4,"Argentina, show, luna, onda","Subtema T27.S04 centrado en argentina, show, luna, onda, individuo, llego; conecta tambien medios.","argentina, show, luna, onda, individuo, llego, medios",7,13,0.619,47.0
T27_S05,27,5,"Tabasco, confundir, villahermosa, acoso","Subtema T27.S05 centrado en tabasco, confundir, villahermosa, acoso, vivero, fracc.","tabasco, confundir, villahermosa, acoso, vivero, fracc",6,12,0.8,33.0
T27_S06,27,6,"Bienvenido, apertura, tenochtitlan, chapultepec","Subtema T27.S06 centrado en bienvenido, apertura, tenochtitlan, chapultepec, moctezuma, adrian; conecta tambien titulado, marcelo.","bienvenido, apertura, tenochtitlan, chapultepec, moctezuma, adrian, titulado, marcelo",8,12,0.429,27.0
T27_S07,27,7,"Presidencia, proponer, perfil, bruto","Subtema T27.S07 centrado en presidencia, proponer, perfil, bruto, joya, uribe; conecta tambien postre.","presidencia, proponer, perfil, bruto, joya, uribe, postre",7,11,0.524,22.0
T27_S08,27,8,"Electrico, barda, acelerar, inconveniente","Subtema T27.S08 centrado en electrico, barda, acelerar, inconveniente.","electrico, barda, acelerar, inconveniente",4,3,0.5,18.0
T27_S09,27,9,"Gana, seguramente, inevitable, mother","Subtema T27.S09 centrado en gana, seguramente, inevitable, mother.","gana, seguramente, inevitable, mother",4,5,0.833,12.0
T27_S10,27,10,"China, uds, enojar","Subtema T27.S10 centrado en china, uds, enojar.","china, uds, enojar",3,3,1.0,10.0
T28_S00,28,0,"Hermoso, bonito, lindo, bello","Subtema T28.S00 centrado en hermoso, bonito, lindo, bello, belleza, decoracion; conecta tambien linda, bella, encanto, traigar, anfitriona, lezama.","hermoso, bonito, lindo, bello, belleza, decoracion, linda, bella, encanto, traigar, anfitriona, lezama",12,35,0.53,637.0
T28_S01,28,1,"Vivienda, infonavit, dormir, renta","Subtema T28.S01 centrado en vivienda, infonavit, dormir, renta, deir, casita; conecta tambien solar, nieta, vicio, cama, escritura, comodo.","vivienda, infonavit, dormir, renta, deir, casita, solar, nieta, vicio, cama, escritura, comodo",20,80,0.421,260.0
T28_S02,28,2,"Gustar, super, ami, cocina","Subtema T28.S02 centrado en gustar, super, ami, cocina, divertido, sabor; conecta tambien lancha, pulido, fomento, lucro, golpeado.","gustar, super, ami, cocina, divertido, sabor, lancha, pulido, fomento, lucro, golpeado",11,30,0.545,186.0
T28_S03,28,3,"Manana, tercero, ejemplar, doctor","Subtema T28.S03 centrado en manana, tercero, ejemplar, doctor, trampa, deberia; conecta tambien apagar, inmediatamente, malla, chivo, tantita, hallazgo.","manana, tercero, ejemplar, doctor, trampa, deberia, apagar, inmediatamente, malla, chivo, tantita, hallazgo",19,57,0.333,115.0
T28_S04,28,4,"Humilde, andir, moto, autorizar","Subtema T28.S04 centrado en humilde, andir, moto, autorizar, pesadilla, felicito; conecta tambien est, chedraui, honrado, policial, distribucion, vacante.","humilde, andir, moto, autorizar, pesadilla, felicito, est, chedraui, honrado, policial, distribucion, vacante",18,52,0.34,100.0
